Date_Epoch,Num_Helpful,Num_Funny,Hours_Played,Recommend
0.0,0.3333333333333333,0.0,0.08569239454794741,1.0
0.0005561735261401557,8.5,0.0,0.22398983789015245,1.0
0.0011123470522803114,0.5,0.0,0.020566174691507382,1.0
0.0016685205784204673,1.0,0.0,0.018146624727800632,1.0
0.0027808676307007787,0.0,0.0,0.2504234212436487,1.0
0.0033370411568409346,0.0,0.0,0.025768207113476896,1.0
0.00389321468298109,1.0,0.0,0.0003629324945560126,0.0
0.009454949944382647,0.0,0.0,0.017904669731429956,1.0
0.010011123470522803,0.0,0.0,0.011008952334865717,1.0
0.016129032258064516,2.0,0.0,0.010706508589402372,1.0
0.01668520578420467,0.0,0.0,0.1379143479312848,1.0
0.017797552836484983,0.0,0.0,0.0024195499637067507,1.0
0.01835372636262514,0.0,0.0,0.09720541979191871,1.0
0.018909899888765295,0.3333333333333333,0.0,0.049278167594160815,1.0
0.020022246941045607,1.0,0.5,0.024921364626179533,1.0
0.020578420467185762,0.0,0.0,0.001814662472780063,1.0
0.02335928809788654,0.0,0.0,0.005323009920154851,1.0
0.025583982202447165,0.0,0.0,0.025284297120735547,1.0
0.026696329254727477,0.0,0.0,0.1301717880474232,0.0
0.02836484983314794,0.0,0.0,0.007984514880232278,1.0
0.028921023359288096,0.0,0.0,0.006774739898378902,1.0
0.03114571746384872,0.0,0.0,0.0038712799419308008,1.0
0.03170189098998888,0.0,0.0,0.04355189934672152,1.0
0.034482758620689655,1.0,0.0,0.12545366561819504,1.0
0.035595105672969966,12.0,0.0,0.034841519477377215,1.0
0.03670745272525028,8.0,1.0,0.14432615533510768,1.0
0.03837597330367074,0.0,0.0,0.00012097749818533751,0.0
0.0389321468298109,4.0,0.0,0.04572949431405759,1.0
0.04282536151279199,3.0,0.0,0.006048874909266877,1.0
0.04671857619577308,0.0,0.0,0.006774739898378902,1.0
0.04949944382647386,2.0,1.0,0.0014517299782240505,0.0
0.05061179087875417,1.0,0.0,0.01633196225502057,1.0
0.05116796440489433,7.0,0.0,0.11432373578514397,1.0
0.05339265850945495,1.0,0.0,0.00012097749818533751,0.0
0.060622914349276975,0.0,0.0,0.007379627389305589,1.0
0.06117908787541713,3.0,0.0,0.029518509557222364,1.0
0.06173526140155729,1.5,0.0,0.0029034599564481006,1.0
0.06562847608453838,3.0,1.0,0.0006048874909266877,0.0
0.06674082313681869,19.0,2.0,0.06798935398015969,1.0
0.07341490545050056,0.0,0.0,0.012097749818533754,1.0
0.07397107897664071,0.0,0.0,0.030183885797241718,1.0
0.07452725250278086,1.0,0.0,0.031333172030002424,1.0
0.07508342602892103,0.0,0.0,0.041132349383014764,1.0
0.07563959955506118,0.0,0.0,0.04439874183401887,1.0
0.07675194660734148,0.0,0.0,0.004597144931042826,1.0
0.0778642936596218,0.0,0.0,0.026373094604403586,1.0
0.08008898776418243,14.0,0.0,0.31260585531091223,1.0
0.08120133481646273,1.0,0.0,0.008105492378417616,0.5
0.0817575083426029,1.0,0.0,0.013912412291313818,1.0
0.08231368186874305,0.0,0.0,0.06919912896201307,1.0
0.08342602892102335,5.0,0.0,0.05395596419066054,1.0
0.09065628476084539,9.0,0.0,0.05710137914347931,1.0
0.09399332591768632,1.0,0.0,0.48959593515606104,1.0
0.09454949944382647,0.0,0.0,0.007258649891120252,1.0
