Date_Epoch_Week,Num_Helpful,Num_Funny,Hours_Played,Recommend
2453,6.6,0.1,0.06951612903225807,1.0
2454,2.5,0.0,0.045322580645161294,1.0
2455,35.0,1.0,0.09858064516129032,1.0
2456,2.5,1.0,0.030000000000000002,1.0
2457,2.0,0.16666666666666666,0.11499999999999999,1.0
2458,0.25,0.0,0.08693548387096775,1.0
2459,4.25,1.5,0.10080645161290322,1.0
2460,14.5,0.5,0.010725806451612903,0.5
2461,0.8571428571428571,0.0,0.040184331797235025,0.8571428571428571
2462,0.0,0.0,0.07741935483870968,1.0
2463,3.0,0.0,0.05806451612903226,1.0
2467,5.0,0.0,0.03354838709677419,1.0
2469,40.5,4.0,0.03314516129032258,0.75
2470,8.666666666666666,0.6666666666666666,0.05935483870967742,1.0
2471,1.0,0.2,0.04748387096774194,1.0
2473,3.0,0.0,0.01967741935483871,1.0
2474,0.6666666666666666,0.0,0.02881720430107527,1.0
2477,103.0,0.6666666666666666,0.00989247311827957,0.3333333333333333
2479,4.5,0.0,0.033709677419354836,1.0
2482,5.0,1.0,0.016129032258064516,1.0
2483,5.0,0.0,0.036774193548387096,1.0
2486,25.0,0.0,0.01096774193548387,1.0
2487,7.0,1.0,0.014193548387096773,1.0
2488,5.0,0.0,0.01903225806451613,0.0
2490,0.0,0.0,0.05,0.0
2491,11.0,0.0,0.013548387096774195,0.0
2496,14.0,0.0,0.06483870967741936,0.0
2497,0.0,0.0,0.027741935483870973,1.0
2498,0.0,0.0,0.04870967741935484,1.0
2499,2.0,0.5,0.065,1.0
2500,3.0,0.0,0.02225806451612903,1.0
2503,0.0,0.0,0.01064516129032258,1.0
2504,0.6666666666666666,1.6666666666666667,0.022150537634408603,1.0
2509,4.0,0.0,0.04612903225806452,1.0
2511,13.0,0.0,0.14387096774193547,1.0
2512,2.0,0.0,0.02258064516129032,1.0
2514,0.0,0.0,0.4151612903225807,1.0
2515,0.0,0.0,0.0764516129032258,1.0
2518,1.0,0.0,0.031290322580645166,0.0
2519,6.0,13.0,0.018064516129032256,1.0
2520,0.0,0.0,0.04838709677419355,1.0
2523,0.0,0.0,0.04741935483870968,1.0
2526,17.0,0.0,0.01032258064516129,0.0
2527,4.0,1.0,0.024516129032258062,1.0
2528,0.0,0.0,0.017096774193548384,1.0
2529,0.5,0.0,0.13548387096774195,1.0
2530,0.0,0.0,0.0167741935483871,1.0
2531,1.5,3.5,0.038064516129032264,1.0
2532,3.5,0.0,0.4095161290322581,1.0
2533,0.0,0.0,0.5251612903225806,1.0
2537,0.0,0.0,0.017096774193548388,1.0
2538,2.5,0.0,0.2467741935483871,1.0
2541,0.0,0.0,0.016129032258064516,1.0
2542,0.0,0.0,0.03580645161290323,1.0
2544,0.0,0.0,0.12903225806451613,1.0
2545,0.0,0.0,0.008709677419354838,1.0
