Date_Epoch,Num_Helpful,Num_Funny,Hours_Played,Recommend
0.0,0.16666666666666666,0.0,0.07047377326565145,1.0
0.0002651113467656416,0.0,0.0,0.0887272502166646,1.0
0.0005302226935312832,0.09090909090909091,0.0,0.030526072911859714,1.0
0.0007953340402969247,0.0,0.0,0.05878172588832488,1.0
0.0010604453870625664,0.0,0.0,0.04255499153976311,1.0
0.001325556733828208,0.0,0.0,0.07434010152284264,1.0
0.0015906680805938495,0.0,0.0,0.0726522842639594,1.0
0.001855779427359491,0.125,0.0,0.025348984771573605,1.0
0.0021208907741251328,0.0,0.0,0.08257191201353638,1.0
0.0023860021208907743,0.0,0.0,0.10837563451776651,1.0
0.0029162248144220574,0.0,0.0,0.5064720812182741,1.0
0.003181336161187699,0.0,0.0,0.0833756345177665,1.0
0.0034464475079533405,0.0,0.0,0.002411167512690355,1.0
0.003711558854718982,0.0,0.0,0.08997461928934011,1.0
0.003976670201484623,0.0,0.0,0.1100253807106599,1.0
0.005302226935312832,2.0,0.0,0.02531725888324873,1.0
0.006362672322375398,0.0,0.0,0.032233502538071064,1.0
0.007953340402969246,8.0,1.0,0.35279187817258884,1.0
0.009544008483563097,0.0,0.0,0.009263959390862945,1.0
0.009809119830328738,0.0,0.0,0.008121827411167513,1.0
0.014581124072110286,0.0,0.0,0.13908629441624368,1.0
0.016171792152704135,0.0,0.0,0.05279187817258883,1.0
0.016436903499469777,0.0,0.0,0.02195431472081218,1.0
0.018027571580063628,0.0,0.0,0.006345177664974619,1.0
0.023594909862142098,0.0,0.0,0.08140862944162436,1.0
0.02518557794273595,0.0,0.0,0.11573604060913706,1.0
0.025980911983032873,0.0,0.0,0.0035532994923857864,1.0
0.027571580063626724,0.0,0.0,0.27347715736040606,1.0
0.027836691410392366,0.0,0.0,0.006091370558375635,1.0
0.029427359490986214,0.0,0.0,0.0052664974619289345,1.0
0.03419936373276776,0.0,0.0,0.21878172588832487,1.0
0.036585365853658534,0.0,0.0,0.08413705583756347,1.0
0.039766702014846236,2.0,0.0,0.011802030456852793,1.0
0.04003181336161188,0.0,0.0,0.028299492385786797,1.0
0.040562036055143164,1.0,0.0,0.0007614213197969543,1.0
0.04109225874867444,0.0,0.0,0.01865482233502538,1.0
0.04374337221633086,0.0,0.0,0.17195431472081218,1.0
0.045068928950159064,0.0,0.0,0.00583756345177665,1.0
0.045334040296924706,0.0,0.0,0.01465736040609137,1.0
0.04692470837751856,0.0,0.0,0.07191805656272662,1.0
0.047189819724284196,0.2,0.0,0.03593908629441624,1.0
