Date_Epoch,Num_Helpful,Num_Funny,Hours_Played,Recommend
0.0,18.0,3.5,0.0031887755102040813,0.0
0.04121475054229935,5.0,0.0,0.07015306122448979,1.0
0.10339840925524223,2.0,0.0,0.17857142857142855,1.0
0.11713665943600868,2.0,0.0,0.017857142857142856,1.0
0.12509038322487345,9.0,2.0,0.01530612244897959,0.0
0.1272595806218366,0.0,0.0,0.00510204081632653,1.0
0.146059291395517,13.0,3.0,0.05484693877551021,0.0
0.24945770065075923,6.0,1.0,0.05229591836734694,0.0
0.26391901663051337,2.0,0.0,0.033163265306122444,1.0
0.2646420824295011,7.0,2.0,0.01530612244897959,0.0
0.27042660882140274,1.0,0.0,0.017857142857142856,0.0
0.28054953000723065,0.0,0.0,0.1377551020408163,0.0
0.3022415039768619,4.0,0.0,0.019132653061224487,1.0
0.3051337671728127,1.0,0.0,0.02806122448979591,0.0
0.3376717281272596,5.0,0.0,0.014030612244897956,1.0
0.39768618944323936,1.0,1.0,0.002551020408163265,0.0
0.403470715835141,2.0,0.0,0.19642857142857142,1.0
0.4041937816341287,2.0,0.0,0.04081632653061224,1.0
0.41431670281995664,14.0,0.0,0.7767857142857142,1.0
0.4193781634128706,3.0,0.0,0.07397959183673469,1.0
0.4201012292118583,2.0,0.0,0.32653061224489793,1.0
0.420824295010846,1.0,0.0,0.0778061224489796,1.0
0.4215473608098337,3.0,0.0,0.09438775510204081,1.0
0.44396240057845265,2.0,0.0,0.0778061224489796,1.0
0.47071583514099785,4.0,0.0,0.07015306122448979,1.0
0.48734634851771513,4.0,1.0,0.08928571428571427,1.0
0.5177151120751988,0.0,0.0,0.4005102040816326,1.0
0.5227765726681128,1.0,0.0,0.1568877551020408,1.0
0.5300072306579898,0.0,0.0,0.16964285714285715,1.0
0.8640636297903109,0.0,0.0,0.05102040816326529,0.0
0.9081706435285611,0.0,0.0,0.019132653061224487,1.0
0.9139551699204628,0.0,0.0,0.05994897959183673,0.0
0.9175704989154013,0.0,0.0,0.12627551020408162,1.0
0.9204627621113521,0.0,0.0,0.3686224489795918,1.0
0.9298626174981923,0.0,0.0,0.04846938775510203,1.0
0.935647143890094,0.0,0.0,0.22704081632653056,1.0
0.9428778018799711,0.0,0.0,0.058673469387755105,1.0
0.9443239334779465,0.0,0.0,0.09821428571428571,1.0
0.9515545914678236,0.0,0.0,1.0,1.0
1.0,2.0,0.0,0.3201530612244897,1.0
